ligand,file,geometries,conformers,donor_element,donor_index,substituents,sterimol_l,sterimol_b1,sterimol_b5,percent_buried_volume,buried_volume,qvbur_min,qvbur_max,max_delta_qvbur,max_delta_qvbur_min,pyr_p,pyr_alpha
574,.stericx/kraken_dft_cache/574/42569.sdf,3,3,P,4,H C C,6.9642,1.7612,6.8187,24.4289,43.8729,7.9843,14.4883,6.5040,6.5040,0.9638,12.8310
575,.stericx/kraken_dft_cache/575/42572.sdf,1,1,P,0,H H C,6.9730,1.7269,3.4969,21.2357,38.1382,7.9843,13.8589,5.8746,5.8746,0.9828,8.7241
576,.stericx/kraken_dft_cache/576/42573.sdf,3,3,P,10,C C C,6.9712,2.3449,7.0099,31.4123,56.4146,11.2208,16.5242,4.2039,4.0329,0.9005,22.0574
577,.stericx/kraken_dft_cache/577/42576.sdf,2,2,P,4,N N N,6.0348,2.5218,6.1678,27.3592,49.1355,11.0148,13.5966,1.3521,1.3521,0.9552,14.5287
578,.stericx/kraken_dft_cache/578/42578.sdf,4,4,P,4,N C C,6.0412,2.7045,6.8896,27.7972,49.9223,10.8283,13.8006,2.0165,2.0165,0.9394,16.9914
579,.stericx/kraken_dft_cache/579/42582.sdf,26,26,P,7,C C C,9.1267,2.8641,9.6890,28.2967,50.8193,11.4802,13.9893,1.3956,1.2472,0.9323,18.0465
58,.stericx/kraken_dft_cache/58/32835.sdf,21,21,P,7,N N C,5.5810,3.9398,6.8453,42.3138,75.9932,12.6217,25.0075,11.6981,5.5832,0.8924,22.5844
580,.stericx/kraken_dft_cache/580/42608.sdf,16,16,P,6,C C C,9.1345,2.8540,9.0669,28.2171,50.6763,11.4942,13.8662,1.3062,1.2588,0.9327,17.9917
581,.stericx/kraken_dft_cache/581/42624.sdf,4,4,P,8,C C C,11.2978,2.6419,11.1262,28.2142,50.6712,11.4986,13.8560,1.3025,1.2822,0.9322,18.0549
582,.stericx/kraken_dft_cache/582/42628.sdf,2,2,P,6,C C C,8.8226,2.4756,8.6889,28.2548,50.7440,11.5102,13.8764,1.3521,1.3171,0.9311,18.2101
583,.stericx/kraken_dft_cache/583/42630.sdf,8,8,P,8,C C C,9.8647,2.4892,9.8495,28.2167,50.6756,11.5029,13.8312,1.3069,1.2938,0.9302,18.3375
584,.stericx/kraken_dft_cache/584/42638.sdf,38,38,P,10,C C C,8.5810,4.0746,8.7011,31.9735,57.4226,10.9744,19.8681,8.8517,3.5667,0.9409,16.7608
586,.stericx/kraken_dft_cache/586/42676.sdf,31,31,P,5,S S S,4.9807,2.9391,7.1417,38.7800,69.6467,10.5802,24.6842,13.0445,3.6483,0.9187,19.4446
587,.stericx/kraken_dft_cache/587/42707.sdf,31,31,P,5,C S S,6.9503,2.7777,6.8247,35.6911,64.0993,10.6298,23.7247,12.3034,5.5366,0.9302,17.9377
588,.stericx/kraken_dft_cache/588/42738.sdf,47,47,P,5,O O O,6.0199,2.9507,6.5328,39.9970,71.8324,12.1544,25.1815,12.3265,1.5269,0.9637,12.6311
589,.stericx/kraken_dft_cache/589/42785.sdf,40,40,P,5,O O O,6.3008,2.8773,7.1654,36.4621,65.4838,11.3776,23.4473,10.9096,1.6202,0.9618,13.0003
59,.stericx/kraken_dft_cache/59/32856.sdf,6,6,P,3,N N C,4.7295,2.5929,6.8535,29.9801,53.8426,10.4962,16.3843,5.8882,3.8698,0.9059,20.5651
590,.stericx/kraken_dft_cache/590/42825.sdf,46,46,P,4,O O C,5.9706,2.4730,6.8767,28.2771,50.7841,9.8044,16.9284,6.9084,3.3103,0.9447,15.6292
591,.stericx/kraken_dft_cache/591/42871.sdf,22,22,P,5,C C S,6.9576,2.6354,6.8964,31.7135,56.9556,11.3041,20.4349,8.9327,3.9747,0.9366,17.1895
594,.stericx/kraken_dft_cache/594/42893.sdf,40,40,P,4,O O C,5.8989,2.9706,6.8882,38.0912,68.4097,10.6692,26.5158,14.9365,4.3127,0.9523,14.4380
595,.stericx/kraken_dft_cache/595/42933.sdf,35,35,P,4,O O C,6.3938,3.1605,7.0286,34.4684,61.9032,10.6815,22.1556,10.5363,4.6391,0.9528,14.3751
598,.stericx/kraken_dft_cache/598/42968.sdf,27,27,P,4,O C C,5.8633,2.6942,6.8857,28.2136,50.6700,9.9403,16.3455,6.0360,4.2194,0.9473,15.5640
6,.stericx/kraken_dft_cache/6/31828.sdf,1,1,P,10,C C C,6.9770,3.6501,7.0660,36.4681,65.4946,15.2693,17.2508,1.4453,1.4453,0.8218,30.5103
60,.stericx/kraken_dft_cache/60/32862.sdf,1,1,P,0,C C C,7.9122,3.4545,7.6416,48.4034,86.9298,19.5703,24.2093,3.2986,3.2986,0.7557,36.4860
600,.stericx/kraken_dft_cache/600/42995.sdf,33,33,P,4,O C C,5.8929,2.9441,6.8843,32.0670,57.5905,10.2212,21.4479,10.9368,4.7673,0.9468,15.5446
602,.stericx/kraken_dft_cache/602/43028.sdf,26,26,P,4,O C C,6.2845,3.2406,6.8902,31.5431,56.6496,10.1689,20.2795,9.8179,4.7789,0.9498,15.1208
604,.stericx/kraken_dft_cache/604/43054.sdf,2,2,P,5,C C C,8.4029,2.4619,6.8663,28.2191,50.6799,11.5044,13.8472,1.3521,1.3521,0.9324,18.0306
606,.stericx/kraken_dft_cache/606/43056.sdf,16,16,P,5,O O C,5.7762,3.0023,6.8791,37.6517,67.6203,11.7324,23.4095,10.7693,9.1266,0.9535,14.1753
607,.stericx/kraken_dft_cache/607/43072.sdf,15,15,P,8,C C C,6.9592,2.7596,6.8404,33.1629,59.5586,11.3233,21.4453,9.6682,4.1262,0.9160,20.0133
608,.stericx/kraken_dft_cache/608/43087.sdf,3,3,P,7,C C C,7.0010,3.5721,7.4238,32.0396,57.5414,11.2208,19.0613,7.8405,6.3525,0.9331,17.9193
609,.stericx/kraken_dft_cache/609/43090.sdf,38,38,P,5,C C C,6.9667,2.1739,7.1627,30.2099,54.2552,10.3155,19.2728,8.3097,2.6925,0.9348,17.5770
61,.stericx/kraken_dft_cache/61/32863.sdf,1,1,P,5,C C C,7.4724,2.5059,7.3641,28.3814,50.9713,11.5743,13.9405,1.2938,1.2938,0.9330,17.9519
610,.stericx/kraken_dft_cache/610/43128.sdf,21,21,P,5,N C C,5.3267,3.1192,6.8473,31.4039,56.3996,10.9199,19.3322,8.2557,2.2379,0.9151,20.1624
611,.stericx/kraken_dft_cache/611/43149.sdf,46,46,P,6,C C C,6.9666,2.2959,7.4940,31.0358,55.7386,10.3614,19.7426,8.6327,2.7275,0.9349,17.5567
612,.stericx/kraken_dft_cache/612/43195.sdf,11,11,P,7,N C C,5.6237,3.7126,6.8337,35.4709,63.7038,11.1632,23.9805,12.1063,7.3899,0.9085,21.0321
614,.stericx/kraken_dft_cache/614/43206.sdf,61,61,P,6,C C C,6.9775,3.0183,8.2038,36.9177,66.3021,10.6499,24.0490,12.3845,3.0422,0.9474,15.7272
615,.stericx/kraken_dft_cache/615/43267.sdf,4,4,P,3,N N C,4.7035,2.4183,4.8023,28.3035,50.8315,9.6977,16.0910,6.3933,4.7323,0.9174,19.2410
617,.stericx/kraken_dft_cache/617/43271.sdf,36,36,P,7,C C C,7.2146,2.5231,7.3490,30.4104,54.6154,11.2651,17.0354,5.2652,2.2263,0.9260,18.8028
618,.stericx/kraken_dft_cache/618/43307.sdf,36,36,P,3,C C C,6.3028,3.0806,6.4996,32.7346,58.7895,11.1929,19.0811,7.3831,2.7042,0.9305,18.0032
62,.stericx/kraken_dft_cache/62/32864.sdf,5,5,P,6,C C C,9.0612,2.6313,8.9838,28.3165,50.8548,11.4951,13.9778,1.3591,1.2239,0.9323,18.0461
622,.stericx/kraken_dft_cache/622/43343.sdf,3,3,P,4,C Si Si,6.9828,2.8673,5.6635,31.8795,57.2539,12.0289,16.9089,4.8799,4.8722,0.9035,21.6574
623,.stericx/kraken_dft_cache/623/43346.sdf,22,22,P,1,C C C,3.5707,1.9269,6.8696,30.4376,54.6641,10.2265,18.7745,8.2211,3.4152,0.9349,17.4731
625,.stericx/kraken_dft_cache/625/43368.sdf,18,18,P,7,N N N,5.6634,4.1387,6.0082,48.8145,87.6680,17.9786,26.5114,7.7985,2.0514,0.8920,22.8677
63,.stericx/kraken_dft_cache/63/32869.sdf,10,10,P,9,C C C,6.9664,4.2378,6.8142,48.0432,86.2829,15.2762,27.7679,11.2654,4.9305,0.9042,21.5623
638,.stericx/kraken_dft_cache/638/43386.sdf,23,23,P,12,O O O,6.6524,3.7145,7.7685,38.5824,69.2919,11.8211,21.9942,9.4433,7.0635,0.9580,13.3802
639,.stericx/kraken_dft_cache/639/43409.sdf,28,28,P,3,O O N,4.8323,1.5215,7.1853,27.1487,48.7575,8.8689,16.8420,7.8090,6.3874,0.9509,14.3389
64,.stericx/kraken_dft_cache/64/32879.sdf,6,6,P,10,C C C,6.3913,3.5373,7.1887,35.5140,63.7812,12.5845,20.1783,7.1723,6.9236,0.8557,26.7231
640,.stericx/kraken_dft_cache/640/43437.sdf,31,31,P,5,O O N,5.8407,2.2354,6.3011,28.9330,51.9621,9.3247,18.9743,9.3202,3.1121,0.9419,15.8465
641,.stericx/kraken_dft_cache/641/43468.sdf,30,30,P,5,N O O,5.6534,3.5083,7.7075,40.0749,71.9722,12.4664,24.3480,11.7546,8.6021,0.9480,15.0096
642,.stericx/kraken_dft_cache/642/43498.sdf,40,40,P,3,O O N,4.9287,2.4374,7.4474,30.1666,54.1776,9.7784,18.1500,7.8243,3.3103,0.9541,14.0580
643,.stericx/kraken_dft_cache/643/43538.sdf,24,24,P,3,N N N,5.7239,2.9720,6.0045,32.6548,58.6463,12.3135,17.0949,4.4579,3.0539,0.9122,19.1655
644,.stericx/kraken_dft_cache/644/43562.sdf,18,18,P,5,O O O,5.2980,1.6065,6.7808,24.1556,43.3820,8.9420,14.3925,5.3663,0.9674,0.9491,15.1031
645,.stericx/kraken_dft_cache/645/43580.sdf,56,56,P,7,N N N,6.2858,3.8770,7.0223,38.9547,69.9605,13.2736,21.4615,7.5599,2.4711,0.9116,19.9324
646,.stericx/kraken_dft_cache/646/43636.sdf,46,46,P,5,O O O,6.1809,2.6005,6.6292,31.0007,55.6755,10.1997,18.2889,7.5244,1.5502,0.9598,13.3761
647,.stericx/kraken_dft_cache/647/43682.sdf,40,40,P,5,O O N,5.7375,3.4415,5.8014,40.3664,72.4957,13.3586,22.6346,8.2923,4.0563,0.9576,13.6322
648,.stericx/kraken_dft_cache/648/43722.sdf,18,18,P,7,O O N,5.7755,3.4334,5.9029,42.8706,76.9932,14.6379,24.2702,8.8850,4.5691,0.9480,15.1275
649,.stericx/kraken_dft_cache/649/43740.sdf,41,41,P,7,N N O,5.6219,4.0128,6.3457,44.9263,80.6851,14.9480,26.2196,10.5216,3.0655,0.9321,17.3083
65,.stericx/kraken_dft_cache/65/32885.sdf,25,25,P,5,C C C,5.9329,3.2806,7.4193,33.5613,60.2741,10.5225,20.2874,8.9760,3.3336,0.9453,15.9994
650,.stericx/kraken_dft_cache/650/43781.sdf,50,50,P,5,N O O,6.1144,2.9261,7.3835,36.1855,64.9871,10.6092,22.9806,11.3480,4.2194,0.9452,15.3888
651,.stericx/kraken_dft_cache/651/43831.sdf,42,42,P,7,O O N,6.0416,3.4990,7.2698,43.3606,77.8732,13.0396,27.0273,12.5151,4.8605,0.9520,14.4900
652,.stericx/kraken_dft_cache/652/43873.sdf,40,40,P,3,O O N,5.8288,2.6731,7.3675,34.6491,62.2277,10.3207,23.0977,11.9660,3.4968,0.9517,14.3963
653,.stericx/kraken_dft_cache/653/43913.sdf,44,44,P,3,O O O,5.3006,2.0730,6.4965,30.4895,54.7574,9.4749,20.1870,9.9610,2.2496,0.9568,13.8203
654,.stericx/kraken_dft_cache/654/43957.sdf,22,22,P,2,O N N,4.7286,3.1363,5.9252,42.2213,75.8270,12.7203,25.3940,11.7502,5.0120,0.9280,17.9933
655,.stericx/kraken_dft_cache/655/43979.sdf,36,36,P,4,O N N,5.7986,3.6900,6.0568,43.8374,78.7296,14.6440,24.9152,9.3704,2.6342,0.9311,17.4847
656,.stericx/kraken_dft_cache/656/44015.sdf,36,36,P,4,O N O,5.7034,3.1484,6.1973,37.2615,66.9195,12.0344,23.2060,10.6713,5.5482,0.9498,14.8110
657,.stericx/kraken_dft_cache/657/44051.sdf,28,28,P,7,O N N,5.7635,4.0130,5.9766,45.7960,82.2471,16.9261,24.6119,6.9619,4.4409,0.9363,16.9039
658,.stericx/kraken_dft_cache/658/44079.sdf,29,29,P,6,O O O,5.5524,3.4380,6.1300,49.0077,88.0150,16.9079,27.0361,9.5574,2.0048,0.9818,8.2691
659,.stericx/kraken_dft_cache/659/44108.sdf,41,41,P,8,O O O,7.1379,3.0705,7.1384,40.9300,73.5079,10.3101,27.0875,15.1206,1.0840,0.9536,14.7191
66,.stericx/kraken_dft_cache/66/32910.sdf,30,30,P,2,C C C,4.9465,2.7542,6.7904,32.4526,58.2831,11.1333,18.9653,7.0371,2.5760,0.9279,18.4309
660,.stericx/kraken_dft_cache/660/44149.sdf,41,41,P,7,N O O,5.3740,3.5804,6.0905,42.8650,76.9831,12.4164,26.3338,12.4335,6.1776,0.9557,13.9174
661,.stericx/kraken_dft_cache/661/44190.sdf,35,35,P,3,O O O,5.0637,2.2759,7.0555,28.3114,50.8458,9.5299,16.3269,6.3635,3.8931,0.9589,13.4728
662,.stericx/kraken_dft_cache/662/44225.sdf,37,37,P,3,O O N,5.0318,2.5495,5.7241,31.2765,56.1708,10.4217,19.2165,8.0457,3.7649,0.9472,15.2067
663,.stericx/kraken_dft_cache/663/44262.sdf,24,24,P,4,N N N,6.1883,2.9910,6.4697,33.4220,60.0241,12.5481,17.7986,5.1383,3.1238,0.9123,19.4132
664,.stericx/kraken_dft_cache/664/44286.sdf,19,19,P,2,O O O,6.1512,2.0404,5.0524,27.2230,48.8910,9.3714,17.0612,6.6408,3.4035,0.9531,14.5479
665,.stericx/kraken_dft_cache/665/44305.sdf,32,32,P,3,O O N,5.0624,2.3770,6.3678,29.2715,52.5700,10.6459,16.3452,5.2007,3.1821,0.9532,14.3116
666,.stericx/kraken_dft_cache/666/44337.sdf,41,41,P,3,O O N,5.1053,2.4415,5.8643,29.6148,53.1865,10.6237,16.3208,5.3475,2.7042,0.9520,14.3741
667,.stericx/kraken_dft_cache/667/44378.sdf,35,35,P,3,O O N,5.2106,2.4027,5.9308,31.4375,56.4599,9.9072,20.3093,10.0068,3.1821,0.9485,15.0190
668,.stericx/kraken_dft_cache/668/44413.sdf,39,39,P,4,O N O,5.0057,2.2871,6.0188,29.1547,52.3602,9.8956,17.0111,6.4487,2.9023,0.9497,14.8318
669,.stericx/kraken_dft_cache/669/44452.sdf,45,45,P,5,O O O,5.8843,2.4091,6.3220,35.2160,63.2460,10.7253,21.6484,9.9086,2.3079,0.9608,13.1657
67,.stericx/kraken_dft_cache/67/32940.sdf,22,22,P,7,C C C,6.9790,3.2344,6.8506,37.1888,66.7889,12.2345,22.2093,9.5515,2.6342,0.9137,20.2811
670,.stericx/kraken_dft_cache/670/44497.sdf,56,56,P,9,N O O,6.1429,2.6455,6.2829,27.7789,49.8894,8.9703,20.9053,11.6524,4.4992,0.9357,16.4666
671,.stericx/kraken_dft_cache/671/44553.sdf,29,29,P,3,O O N,5.1296,2.3531,5.2550,28.5353,51.2479,10.3818,16.0044,5.1628,4.0912,0.9522,14.4247
672,.stericx/kraken_dft_cache/672/44582.sdf,40,40,P,4,O O O,5.9790,2.1331,5.7955,32.9245,59.1305,9.9941,21.1546,10.0401,3.8931,0.9548,14.2731
673,.stericx/kraken_dft_cache/673/44622.sdf,37,37,P,3,O O O,5.0336,2.1921,7.7767,27.9930,50.2739,9.5623,16.0461,6.0053,3.8931,0.9583,13.5574
674,.stericx/kraken_dft_cache/674/44659.sdf,39,39,P,5,N N N,6.9438,3.0927,7.3592,33.5422,60.2399,12.8030,17.3993,4.3348,3.2637,0.9132,19.0958
675,.stericx/kraken_dft_cache/675/44698.sdf,34,34,P,3,O O N,4.9604,2.2592,7.2331,29.6385,53.2291,9.5489,17.7859,7.6319,3.3452,0.9532,14.1990
676,.stericx/kraken_dft_cache/676/44732.sdf,36,36,P,3,O O N,5.0986,2.2436,7.0967,30.3030,54.4224,9.5164,18.6417,7.8121,3.1588,0.9624,12.9561
677,.stericx/kraken_dft_cache/677/44768.sdf,20,20,P,4,O N N,8.5621,1.5200,8.2362,22.1550,39.7892,8.6953,12.8203,3.8727,1.2822,0.9532,13.8219
678,.stericx/kraken_dft_cache/678/44788.sdf,44,44,P,3,O O N,5.0017,2.4710,7.7810,30.1865,54.2133,9.5605,18.4534,8.4776,3.2170,0.9563,13.7657
679,.stericx/kraken_dft_cache/679/44832.sdf,37,37,P,3,O O O,5.2428,2.5258,7.5960,40.0926,72.0039,9.5764,29.5594,16.6648,5.3967,0.9697,11.3837
68,.stericx/kraken_dft_cache/68/32962.sdf,21,21,P,0,C C C,6.9751,2.8782,6.8857,33.6034,60.3499,11.7392,20.2463,7.8511,2.8790,0.9220,19.2151
680,.stericx/kraken_dft_cache/680/44869.sdf,14,14,P,4,O N O,4.4044,1.5572,5.4290,23.6867,42.5399,8.7736,14.7905,5.7880,1.3404,0.9379,15.7449
681,.stericx/kraken_dft_cache/681/44883.sdf,26,26,P,5,O O O,5.7748,3.0424,6.3902,39.3372,70.6474,12.8287,22.6434,8.8948,2.7275,0.9736,10.7410
682,.stericx/kraken_dft_cache/682/44909.sdf,16,16,P,2,O O O,5.0815,1.6467,5.7717,24.0245,43.1466,8.9991,14.2632,5.1599,4.4176,0.9472,15.6353
683,.stericx/kraken_dft_cache/683/44925.sdf,15,15,P,4,O O O,4.6802,1.5285,5.4249,23.5107,42.2239,8.7940,14.6740,5.7627,1.2938,0.9573,13.5019
684,.stericx/kraken_dft_cache/684/44940.sdf,5,5,P,5,O O O,6.5876,1.8005,7.4785,27.3572,49.1320,9.1732,18.0200,8.6743,7.6929,0.9358,17.0540
685,.stericx/kraken_dft_cache/685/44945.sdf,50,50,P,7,O O N,7.3262,3.9045,7.7177,41.9315,75.3066,13.4353,25.1961,10.7612,4.8838,0.9500,14.7759
686,.stericx/kraken_dft_cache/686/44995.sdf,24,24,P,2,O O O,4.5989,1.8590,7.3573,26.3305,47.2881,9.3456,15.0084,5.2937,3.8465,0.9543,14.2528
687,.stericx/kraken_dft_cache/687/45019.sdf,39,39,P,4,O N N,6.1397,3.5343,5.9527,42.3694,76.0931,14.1906,24.1875,9.1335,3.0539,0.9297,17.6701
688,.stericx/kraken_dft_cache/688/45058.sdf,11,11,P,4,N O O,5.4639,2.2550,5.3958,24.5722,44.1304,8.9200,15.9538,6.9077,4.5458,0.9442,15.2681
689,.stericx/kraken_dft_cache/689/45069.sdf,33,33,P,5,O O O,5.1481,1.7115,5.9079,23.8286,42.7949,8.8034,15.1417,6.2144,1.3288,0.9551,13.9152
69,.stericx/kraken_dft_cache/69/32983.sdf,24,24,P,7,C C C,9.1682,3.2499,6.8490,33.4337,60.0450,11.6268,19.7174,7.2505,2.9256,0.9224,19.2198
690,.stericx/kraken_dft_cache/690/45102.sdf,25,25,P,4,O O O,5.1562,1.7095,5.2991,25.1877,45.2357,8.7928,16.9253,7.6645,1.4104,0.9535,13.9911
691,.stericx/kraken_dft_cache/691/45127.sdf,22,22,P,5,O O O,5.1913,1.7456,5.5983,26.8102,48.1495,8.7817,19.1602,9.9494,1.4220,0.9535,13.9584
692,.stericx/kraken_dft_cache/692/45149.sdf,24,24,P,4,O O O,4.8146,1.9535,4.9847,25.9927,46.6815,9.0906,16.9103,7.3947,2.0631,0.9486,15.3151
693,.stericx/kraken_dft_cache/693/45173.sdf,21,21,P,7,O O N,5.2734,2.0347,6.2103,25.3505,45.5280,9.0689,15.7205,6.2948,2.5760,0.9482,14.9319
694,.stericx/kraken_dft_cache/694/45194.sdf,26,26,P,6,O O O,5.7656,2.9375,7.1057,30.3107,54.4363,8.7442,22.8725,13.3711,6.0145,0.9749,10.3209
695,.stericx/kraken_dft_cache/695/45220.sdf,57,57,P,4,O O O,5.8126,2.1090,6.1405,29.3459,52.7036,9.6478,17.9886,7.9354,2.3428,0.9582,13.5617
696,.stericx/kraken_dft_cache/696/45277.sdf,49,49,P,3,O O N,5.2407,2.8254,8.3332,36.6720,65.8609,10.1349,26.0698,14.9362,3.2170,0.9539,14.0871
697,.stericx/kraken_dft_cache/697/45326.sdf,59,59,P,7,O O O,5.5032,1.8718,7.1655,26.8643,48.2468,8.9363,18.7364,9.3832,0.8858,0.9519,14.5170
698,.stericx/kraken_dft_cache/698/45385.sdf,27,27,P,11,O O O,5.1968,1.7290,6.9582,25.1368,45.1442,8.9863,15.9781,6.6909,1.0141,0.9444,15.7914
699,.stericx/kraken_dft_cache/699/45412.sdf,49,49,P,8,O O O,5.7864,1.6460,8.3163,25.4074,45.6303,8.9061,17.1925,8.1584,0.9325,0.9524,14.5899
7,.stericx/kraken_dft_cache/7/31829.sdf,22,22,P,0,C C C,6.9598,3.0155,7.0046,46.3997,83.3313,11.1113,34.5821,19.1671,2.4244,0.9213,19.3402
70,.stericx/kraken_dft_cache/70/33007.sdf,32,32,P,4,C C C,5.7925,3.2130,6.1654,32.4489,58.2763,11.7466,17.2486,4.8893,0.8392,0.9229,19.1712
700,.stericx/kraken_dft_cache/700/45461.sdf,37,37,P,3,O O O,5.0458,2.0305,6.7636,29.9558,53.7990,9.5733,18.6476,8.3441,2.6692,0.9618,12.9838
701,.stericx/kraken_dft_cache/701/45498.sdf,45,45,P,3,O O O,5.1455,2.1485,8.5263,27.8085,49.9425,9.5286,15.9712,5.8114,2.9723,0.9575,13.7335
702,.stericx/kraken_dft_cache/702/45543.sdf,38,38,P,3,O O N,4.8638,2.4909,8.1772,31.3513,56.3051,9.3161,19.2866,9.0809,4.8605,0.9665,11.8543
703,.stericx/kraken_dft_cache/703/45581.sdf,10,10,P,4,O O O,5.6381,1.7663,7.0828,23.0828,41.4554,8.7722,14.1095,5.2790,1.2006,0.9629,12.5769
704,.stericx/kraken_dft_cache/704/45591.sdf,35,35,P,3,O O O,5.1368,2.3747,7.2143,30.3679,54.5390,9.5206,18.1256,7.3512,4.5691,0.9621,12.8224
705,.stericx/kraken_dft_cache/705/45626.sdf,38,38,P,5,O O O,5.2675,1.6503,7.0328,23.6757,42.5202,8.9741,13.5037,4.4964,1.7717,0.9484,15.3882
706,.stericx/kraken_dft_cache/706/45664.sdf,30,30,P,3,O O N,5.0422,2.3005,5.5947,28.5203,51.2208,9.8116,16.3521,5.9298,2.4128,0.9528,14.3720
707,.stericx/kraken_dft_cache/707/45694.sdf,38,38,P,3,O O N,4.9523,2.3335,8.1958,29.4334,52.8608,9.6790,17.5713,7.4555,3.3919,0.9531,14.2221
708,.stericx/kraken_dft_cache/708/45732.sdf,39,39,P,5,O N O,4.6628,2.4002,7.0150,30.9386,55.5641,9.8212,19.0359,8.5010,4.5225,0.9480,14.9636
709,.stericx/kraken_dft_cache/709/45771.sdf,19,19,P,9,N O N,7.4927,3.6815,7.3374,32.7496,58.8164,10.2505,21.0052,10.7093,5.2685,0.9559,13.5005
71,.stericx/kraken_dft_cache/71/33039.sdf,1,1,P,4,C C C,8.2727,3.0032,5.1104,35.1116,63.0585,13.2644,18.5562,5.2918,5.2918,0.8585,26.5631
710,.stericx/kraken_dft_cache/710/45790.sdf,23,23,P,21,O O N,8.5208,5.1040,8.8003,48.5668,87.2233,14.5922,29.4048,12.0431,7.9843,0.9675,11.7840
712,.stericx/kraken_dft_cache/712/45847.sdf,47,47,P,8,O O O,6.2278,1.9654,7.6505,27.5740,49.5213,8.9681,19.6710,10.4209,0.8858,0.9541,14.1885
714,.stericx/kraken_dft_cache/714/45894.sdf,31,31,P,9,C C C,6.1691,3.5218,7.2241,35.5320,63.8135,11.1694,25.1636,12.8396,2.8557,0.9270,18.6405
715,.stericx/kraken_dft_cache/715/45925.sdf,31,31,P,6,C C C,7.6564,4.4944,7.4898,45.5819,81.8625,12.9836,32.5208,18.1986,3.8231,0.9219,19.2006
716,.stericx/kraken_dft_cache/716/45956.sdf,31,31,P,19,C C C,7.4629,2.6520,13.2437,30.3954,54.5884,10.7328,18.2539,6.7909,2.8674,0.9377,17.1966
717,.stericx/kraken_dft_cache/717/45987.sdf,39,39,P,6,C C C,6.6139,3.5607,8.0305,43.3152,77.7916,13.8855,27.5884,12.3989,3.7765,0.8854,23.6759
718,.stericx/kraken_dft_cache/718/46026.sdf,37,37,P,8,C C C,6.8719,3.3776,8.5033,39.6128,71.1424,13.4056,23.7941,9.2009,4.2078,0.8815,24.1009
72,.stericx/kraken_dft_cache/72/33040.sdf,16,16,P,2,C C C,6.9754,2.3585,4.9074,27.0716,48.6190,9.9316,14.3055,3.8231,2.3079,0.9387,17.0159
720,.stericx/kraken_dft_cache/720/46063.sdf,6,6,P,8,C C C,6.9523,2.5685,6.7917,30.2127,54.2602,10.9682,16.9477,5.7736,3.9047,0.9158,20.1974
721,.stericx/kraken_dft_cache/721/46069.sdf,9,9,P,4,C C C,7.2532,2.7693,7.3276,40.4234,72.5982,11.1003,31.2094,19.4835,4.0912,0.9074,21.1894
722,.stericx/kraken_dft_cache/722/46078.sdf,34,34,P,11,N C C,6.7258,4.1098,6.7669,40.9932,73.6215,12.7814,24.2844,11.1516,5.1169,0.9209,19.4719
723,.stericx/kraken_dft_cache/723/46112.sdf,8,8,P,16,C C C,6.8837,3.5445,7.3256,44.2205,79.4176,9.9163,35.1630,23.5712,19.2789,0.9540,13.9318
724,.stericx/kraken_dft_cache/724/46120.sdf,2,2,P,4,C C C,6.8938,3.5491,8.2986,44.5418,79.9946,9.6394,36.2499,26.6105,26.5988,0.9510,14.3860
725,.stericx/kraken_dft_cache/725/46122.sdf,42,42,P,14,C C C,6.9719,4.5059,6.9013,47.7931,85.8336,13.6993,32.6779,18.3478,9.1266,0.9120,20.5393
726,.stericx/kraken_dft_cache/726/46164.sdf,28,28,P,3,C C C,4.7915,3.0289,7.2797,39.6763,71.2564,12.6492,27.8855,14.0616,5.2918,0.8967,22.4261
727,.stericx/kraken_dft_cache/727/46192.sdf,39,39,P,5,C C C,6.8098,3.2837,7.7887,39.0125,70.0643,13.2399,23.5058,9.1409,3.6133,0.8786,24.4200
728,.stericx/kraken_dft_cache/728/46231.sdf,67,67,P,16,C C C,6.9661,2.6695,9.0506,38.7282,69.5536,11.6691,23.9602,10.8802,1.7717,0.9391,17.0066
729,.stericx/kraken_dft_cache/729/46298.sdf,25,25,P,0,C C C,7.0047,2.9557,8.3623,41.4452,74.4333,10.1500,34.0096,21.8194,3.7649,0.9263,18.7013
73,.stericx/kraken_dft_cache/73/33056.sdf,4,4,P,2,C C C,6.9658,1.8985,6.8243,26.8237,48.1739,10.0124,14.4767,3.2899,3.0772,0.9384,17.1158
730,.stericx/kraken_dft_cache/730/46323.sdf,19,19,P,12,C C C,6.9562,2.3412,7.4240,34.8722,62.6285,10.4670,23.8419,11.5798,5.3384,0.9134,20.4567
731,.stericx/kraken_dft_cache/731/46342.sdf,31,31,P,13,C C C,6.9841,3.7046,9.5322,46.4830,83.4808,12.9215,33.2449,19.1454,3.2753,0.9181,19.7546
732,.stericx/kraken_dft_cache/732/46373.sdf,10,10,P,18,C C C,6.9561,3.1568,7.3261,50.7866,91.2099,11.5324,36.5028,21.1438,4.9538,0.9171,19.7171
733,.stericx/kraken_dft_cache/733/46383.sdf,32,32,P,16,C C C,6.9730,4.2798,7.8195,51.0293,91.6458,13.6276,35.3866,18.9988,3.1588,0.8976,22.2945
734,.stericx/kraken_dft_cache/734/46415.sdf,20,20,P,10,C C C,7.3448,4.1434,7.5091,39.9896,71.8191,11.4997,30.1212,17.4588,6.8770,0.9152,20.2474
