ligand,file,geometries,conformers,donor_element,donor_index,substituents,sterimol_l,sterimol_b1,sterimol_b5,percent_buried_volume,buried_volume,qvbur_min,qvbur_max,max_delta_qvbur,max_delta_qvbur_min,pyr_p,pyr_alpha
1643,.stericx/kraken_dft_cache/1643/58475.sdf,50,50,P,4,O C C,4.6279,2.9115,6.6789,32.6458,58.6300,10.1236,20.2291,9.6793,2.5293,0.9590,13.6014
1644,.stericx/kraken_dft_cache/1644/58525.sdf,51,51,P,4,C C C,5.6993,2.6669,6.3895,32.3355,58.0728,10.1114,21.1953,10.8542,1.3987,0.9444,15.9803
1645,.stericx/kraken_dft_cache/1645/58576.sdf,65,65,P,4,C C C,6.1576,3.3836,7.3547,55.3435,99.3938,15.0229,34.5148,16.7162,1.4686,0.9504,15.1958
1646,.stericx/kraken_dft_cache/1646/58641.sdf,53,53,P,4,C C C,6.1959,3.3293,7.3035,46.5602,83.6196,12.3995,30.7265,16.1500,1.4104,0.9493,15.4048
1647,.stericx/kraken_dft_cache/1647/58694.sdf,2,2,P,7,C C C,6.9689,2.5798,6.7728,37.2339,66.8700,12.4777,20.8991,6.4749,6.1893,0.8748,24.7735
1648,.stericx/kraken_dft_cache/1648/58696.sdf,3,3,P,4,C C C,7.1594,3.4213,5.8402,39.7564,71.4003,13.7851,23.7159,9.9308,6.8071,0.8319,29.2028
1649,.stericx/kraken_dft_cache/1649/58699.sdf,15,15,P,2,C C C,4.7907,2.5041,5.0966,29.6893,53.3204,10.9985,15.9484,4.5917,3.2287,0.9209,19.4471
165,.stericx/kraken_dft_cache/165/34538.sdf,17,17,P,7,C C C,7.0878,2.5217,7.2694,28.6020,51.3676,10.6857,15.0039,4.0131,2.7858,0.9278,18.6078
1650,.stericx/kraken_dft_cache/1650/58714.sdf,4,4,P,3,N N C,4.7108,2.7986,5.0314,33.6481,60.4301,12.0202,17.4576,5.1403,3.7415,0.8759,24.5814
1651,.stericx/kraken_dft_cache/1651/58718.sdf,9,9,P,3,C C C,5.1320,2.6704,5.1148,33.9037,60.8892,12.2568,18.0835,5.1947,2.1913,0.8699,25.2731
1652,.stericx/kraken_dft_cache/1652/58727.sdf,30,30,P,3,C C C,4.9101,2.6611,5.5640,31.0049,55.6830,10.8979,17.4046,5.7918,2.6459,0.9257,18.6966
1653,.stericx/kraken_dft_cache/1653/58757.sdf,1,1,P,6,C C C,7.3793,3.4869,7.4754,26.3175,47.2647,9.7560,14.8846,4.0329,4.0329,0.9354,17.6059
1654,.stericx/kraken_dft_cache/1654/58758.sdf,4,4,P,4,C C Si,4.9050,3.0065,5.6936,35.1782,63.1780,14.5582,17.4256,2.8674,2.8674,0.8443,28.2185
1655,.stericx/kraken_dft_cache/1655/58762.sdf,1,1,P,2,C C C,5.2621,1.7954,5.1648,26.4668,47.5328,9.7560,15.0711,4.2428,4.2428,0.9363,17.4677
1656,.stericx/kraken_dft_cache/1656/58763.sdf,2,2,P,6,C C C,7.9654,3.4590,5.1196,45.1649,81.1135,14.9545,29.8042,14.8496,14.8496,0.7735,34.8021
1657,.stericx/kraken_dft_cache/1657/58765.sdf,3,3,P,10,C C C,6.9863,3.6167,5.5635,42.1664,75.7285,14.1503,26.4706,12.3203,12.3203,0.8251,29.9646
1658,.stericx/kraken_dft_cache/1658/58768.sdf,4,4,P,2,C C C,4.9375,1.8350,5.0670,28.2516,50.7382,10.0037,15.6539,4.6595,3.3802,0.9186,19.5936
1659,.stericx/kraken_dft_cache/1659/58772.sdf,9,9,P,4,C C C,6.1891,2.5232,6.2386,29.9556,53.7985,10.4554,15.7433,3.7105,2.8790,0.9174,19.9418
166,.stericx/kraken_dft_cache/166/34555.sdf,20,20,P,7,C C C,7.6337,2.8987,7.9005,29.0495,52.1713,10.8552,15.8008,4.6758,2.8324,0.9332,17.8048
1660,.stericx/kraken_dft_cache/1660/58781.sdf,13,13,P,4,C C C,7.2293,3.3633,6.1420,39.1944,70.3910,13.3496,25.1275,11.4856,2.7741,0.8809,24.0519
1661,.stericx/kraken_dft_cache/1661/58794.sdf,3,3,P,3,C C C,4.7205,2.5214,5.0956,33.5562,60.2650,11.9085,17.7287,5.1791,4.7673,0.8586,26.3633
1662,.stericx/kraken_dft_cache/1662/58797.sdf,15,15,P,4,C C C,5.8652,3.4805,5.2109,37.2482,66.8956,13.4331,20.8408,7.0176,4.6274,0.8805,24.1340
1663,.stericx/kraken_dft_cache/1663/58812.sdf,2,2,P,4,N C C,6.1066,3.0598,5.1110,35.2285,63.2683,13.7307,18.1133,4.3477,4.3477,0.8632,26.0075
1664,.stericx/kraken_dft_cache/1664/58814.sdf,14,14,P,5,C C C,7.6321,2.7301,5.0971,32.1174,57.6810,10.7276,17.0351,6.2909,6.2359,0.8814,23.8614
1665,.stericx/kraken_dft_cache/1665/58828.sdf,8,8,P,4,C C C,9.5086,2.7501,5.6958,32.1043,57.6575,10.7016,17.0322,6.3190,6.2476,0.8831,23.6098
1666,.stericx/kraken_dft_cache/1666/58836.sdf,4,4,P,4,C C C,5.8710,3.9145,6.5491,40.2437,72.2754,14.2231,22.6358,6.8508,5.1636,0.8667,25.5905
1667,.stericx/kraken_dft_cache/1667/58840.sdf,5,5,P,4,C C C,5.1474,2.8619,5.0986,36.2786,65.1542,12.4578,19.3208,6.7651,5.6298,0.8627,25.8281
1668,.stericx/kraken_dft_cache/1668/58845.sdf,7,7,P,10,C C C,6.6798,3.8376,6.5983,40.0534,71.9337,13.8422,25.4682,11.3229,6.2243,0.8807,24.0639
1669,.stericx/kraken_dft_cache/1669/58852.sdf,24,24,P,6,C C C,9.0588,2.9151,6.9028,31.9553,57.3898,11.3801,18.0200,6.3078,2.9256,0.9133,20.3582
167,.stericx/kraken_dft_cache/167/34575.sdf,35,35,P,4,C C C,6.9677,2.2372,7.0585,30.7063,55.1468,10.2845,19.1064,8.3070,3.2753,0.9339,17.7350
1670,.stericx/kraken_dft_cache/1670/58876.sdf,9,9,P,4,C C C,6.8078,3.3249,7.0476,35.9114,64.4948,13.7229,19.0108,4.4707,3.1005,0.8457,27.9585
1671,.stericx/kraken_dft_cache/1671/58885.sdf,30,30,P,2,C C C,4.7928,2.3775,6.6968,28.2009,50.6473,10.3777,15.6185,4.8186,2.2146,0.9335,17.7105
1672,.stericx/kraken_dft_cache/1672/58915.sdf,37,37,P,15,C C C,9.9841,3.5666,9.6556,34.2228,61.4623,11.8506,20.5110,7.9868,2.8557,0.9308,18.0744
1673,.stericx/kraken_dft_cache/1673/58952.sdf,17,17,P,3,N N C,4.6800,2.8277,6.6079,31.5596,56.6793,11.6758,17.2082,5.1745,3.5434,0.9092,20.4688
1674,.stericx/kraken_dft_cache/1674/58969.sdf,23,23,P,5,C C C,7.9127,2.9104,6.7369,34.1658,61.3598,11.8394,19.8987,7.6772,3.0072,0.9230,19.1175
1675,.stericx/kraken_dft_cache/1675/58992.sdf,14,14,P,4,C Si Si,6.3591,3.3532,5.6899,33.6810,60.4892,12.5043,18.2806,5.0021,1.6085,0.8886,23.2667
1676,.stericx/kraken_dft_cache/1676/59006.sdf,33,33,P,8,C C C,6.9812,3.3789,6.8165,36.2299,65.0669,11.9420,21.3137,8.9387,3.5084,0.9237,19.0070
1677,.stericx/kraken_dft_cache/1677/59039.sdf,42,42,P,4,C C C,5.7290,3.2492,6.8435,35.2696,63.3421,11.8846,20.9962,8.6681,2.3662,0.9309,18.0277
1678,.stericx/kraken_dft_cache/1678/59081.sdf,37,37,P,4,C C C,6.4733,3.0766,6.6491,34.2207,61.4585,11.4187,20.6285,8.5491,3.2054,0.9324,17.8035
1679,.stericx/kraken_dft_cache/1679/59118.sdf,28,28,P,2,C C C,4.8937,2.6461,6.8509,32.7518,58.8203,11.0748,20.1876,8.3444,2.8207,0.9356,17.2996
168,.stericx/kraken_dft_cache/168/34610.sdf,31,31,P,6,C C C,9.0450,2.5827,8.8017,30.6885,55.1148,11.2288,17.3414,5.5693,2.0748,0.9261,18.8340
1680,.stericx/kraken_dft_cache/1680/59146.sdf,24,24,P,7,C C C,8.2950,2.7070,6.6946,34.8756,62.6345,11.6894,20.6747,7.9930,3.2986,0.9231,19.0444
1681,.stericx/kraken_dft_cache/1681/59170.sdf,61,61,P,6,C C C,7.3265,4.0657,7.5785,45.7148,82.1012,12.6885,30.6379,15.4322,2.3195,0.9283,18.4535
1682,.stericx/kraken_dft_cache/1682/59231.sdf,30,30,P,4,C C C,7.1585,2.9509,6.7881,32.0987,57.6474,10.2829,20.7468,10.0004,3.5084,0.9289,18.3861
1683,.stericx/kraken_dft_cache/1683/59261.sdf,40,40,P,8,C C C,9.0552,3.7905,8.8039,39.1913,70.3854,12.1667,25.1007,11.4216,5.5366,0.8943,22.5623
1684,.stericx/kraken_dft_cache/1684/59301.sdf,46,46,P,7,C C C,6.6283,3.9780,7.3352,45.3842,81.5075,12.6287,27.6648,12.9943,2.4477,0.9298,18.2589
1685,.stericx/kraken_dft_cache/1685/59347.sdf,36,36,P,11,C C C,6.9791,3.8597,8.3857,46.7439,83.9495,12.6133,34.1389,19.4923,2.2729,0.9095,20.7733
1686,.stericx/kraken_dft_cache/1686/59383.sdf,14,14,P,3,C C C,7.6702,3.1663,5.1833,30.1189,54.0918,10.5986,16.0102,5.1836,3.2986,0.9070,21.1596
1687,.stericx/kraken_dft_cache/1687/59397.sdf,35,35,P,1,C C C,3.6260,1.9481,5.8517,28.4639,51.1195,9.6987,17.6824,7.8035,1.0141,0.9502,15.1595
1688,.stericx/kraken_dft_cache/1688/59432.sdf,7,7,P,7,C C C,6.9602,2.4082,4.5001,27.2057,48.8599,9.6794,18.3631,8.3456,6.7604,0.9252,18.8348
1689,.stericx/kraken_dft_cache/1689/59439.sdf,16,16,P,1,C C C,4.3420,1.8662,7.1672,27.9790,50.2487,9.6686,18.0980,8.2691,1.2938,0.9456,15.9670
169,.stericx/kraken_dft_cache/169/34641.sdf,21,21,P,7,C C C,7.9570,3.8121,8.5917,30.6628,55.0687,11.1630,16.4115,4.5469,4.0096,0.9071,21.1766
1690,.stericx/kraken_dft_cache/1690/59455.sdf,18,18,P,1,C C C,3.5579,1.7764,5.5992,31.3243,56.2566,10.2941,19.4414,8.6908,7.5763,0.9471,15.5734
1691,.stericx/kraken_dft_cache/1691/59473.sdf,2,2,P,1,C C C,3.5624,1.7423,4.8411,23.0984,41.4834,9.6161,11.7550,2.1272,0.7693,0.9539,14.5875
1692,.stericx/kraken_dft_cache/1692/59475.sdf,9,9,P,1,C C C,3.5606,1.7435,4.6983,24.4685,43.9441,9.5954,12.8189,3.0500,0.9674,0.9456,15.4947
1693,.stericx/kraken_dft_cache/1693/59484.sdf,4,4,P,1,C C C,3.5654,1.7990,7.3212,26.6258,47.8184,9.6220,17.1983,7.0635,4.1378,0.9420,16.5453
1694,.stericx/kraken_dft_cache/1694/59488.sdf,5,5,P,3,C C C,3.5663,1.7388,5.2712,24.6950,44.3508,9.5509,14.5349,4.9235,0.8625,0.9593,13.7757
1695,.stericx/kraken_dft_cache/1695/59493.sdf,11,11,P,1,C C C,3.7780,2.0494,6.8435,34.8514,62.5912,9.6257,26.9887,15.6878,14.1153,0.9268,18.5590
1696,.stericx/kraken_dft_cache/1696/59504.sdf,10,10,P,1,C C C,6.9591,1.8493,7.0532,25.7834,46.3055,9.8539,14.1887,3.6938,3.4035,0.9425,16.5240
1697,.stericx/kraken_dft_cache/1697/59514.sdf,35,35,P,3,C C C,3.5696,1.9643,5.8659,28.2857,50.7995,9.7637,17.1429,7.2480,1.0024,0.9503,15.1877
1698,.stericx/kraken_dft_cache/1698/59549.sdf,3,3,P,1,C C Si,3.5795,1.7464,5.6426,24.7664,44.4790,9.6511,13.6025,3.2170,3.2170,0.9523,15.0029
1699,.stericx/kraken_dft_cache/1699/59552.sdf,3,3,P,1,C Si Si,3.5933,1.8084,5.6895,28.4008,51.0063,10.3505,15.0012,4.6507,4.6507,0.9281,18.5797
17,.stericx/kraken_dft_cache/17/31925.sdf,2,2,P,4,C C C,6.9649,2.4762,6.8614,28.2580,50.7499,11.5394,13.8589,1.2822,1.2822,0.9322,18.0665
170,.stericx/kraken_dft_cache/170/34662.sdf,49,49,P,7,C C C,7.8709,3.9212,8.5326,31.7278,56.9813,10.3528,20.5765,9.4698,2.9956,0.9356,17.4248
1700,.stericx/kraken_dft_cache/1700/59555.sdf,51,51,P,8,C C C,3.9510,2.2523,7.6086,32.0390,57.5402,9.7105,24.2802,13.7873,0.9908,0.9568,14.1679
1701,.stericx/kraken_dft_cache/1701/59606.sdf,58,58,P,7,C C C,4.1496,2.2427,9.2059,35.5195,63.7910,10.7381,23.2998,11.3547,0.9208,0.9550,14.4937
1702,.stericx/kraken_dft_cache/1702/59664.sdf,17,17,P,4,C C C,3.6312,1.8146,6.3177,24.6110,44.1999,9.5956,14.3128,4.6672,0.9674,0.9519,14.9919
1703,.stericx/kraken_dft_cache/1703/59681.sdf,58,58,P,6,C C C,4.3522,2.3826,8.5951,36.7946,66.0810,9.6877,27.2093,15.9791,0.9558,0.9542,14.6337
1704,.stericx/kraken_dft_cache/1704/59739.sdf,14,14,P,1,C C C,3.8678,1.8662,7.2364,26.3847,47.3855,9.5021,16.5939,6.8720,0.7460,0.9644,12.8497
1705,.stericx/kraken_dft_cache/1705/59753.sdf,7,7,P,6,C C C,4.2110,2.0204,6.6253,30.9654,55.6120,9.6278,22.8406,11.8291,10.6069,0.9325,17.8535
1706,.stericx/kraken_dft_cache/1706/59760.sdf,43,43,P,5,C C C,3.8276,2.6493,6.7304,36.4678,65.4941,9.6863,26.9712,16.6476,2.3195,0.9572,14.0448
1707,.stericx/kraken_dft_cache/1707/59803.sdf,3,3,P,2,C C S,3.5667,1.7410,4.9307,25.0000,44.8986,9.6200,15.1838,5.5094,1.5153,0.9437,16.2197
1708,.stericx/kraken_dft_cache/1708/59806.sdf,32,32,P,5,C C C,3.7433,2.0294,6.4300,28.5720,51.3137,9.7294,18.0980,8.0065,0.9558,0.9593,13.6863
1709,.stericx/kraken_dft_cache/1709/59838.sdf,9,9,P,15,C C C,5.8679,2.7356,8.9324,52.3552,94.0270,11.2829,37.8519,23.9477,15.0012,0.8937,22.6879
171,.stericx/kraken_dft_cache/171/34711.sdf,35,35,P,30,C C C,10.4431,5.4775,9.8852,33.3866,59.9604,11.6016,20.0801,7.8348,2.9723,0.9298,18.1709
1710,.stericx/kraken_dft_cache/1710/59847.sdf,15,15,P,1,C C C,3.5537,1.7774,6.0041,29.2402,52.5138,9.6612,21.0972,10.6558,8.5438,0.9287,18.4090
1711,.stericx/kraken_dft_cache/1711/59862.sdf,1,1,P,1,C C C,4.5240,1.7000,3.6936,22.2612,39.9798,9.5812,10.4554,0.8276,0.8276,0.9572,14.1476
1712,.stericx/kraken_dft_cache/1712/59863.sdf,32,32,P,9,C C Si,3.7420,1.9430,7.2647,30.7933,55.3030,9.6132,22.6857,11.7976,5.9329,0.9368,17.0229
1713,.stericx/kraken_dft_cache/1713/59895.sdf,8,8,P,1,C C C,5.6195,2.2974,6.3234,26.3199,47.2691,9.6030,17.1692,7.5122,1.0257,0.9501,15.3298
1714,.stericx/kraken_dft_cache/1714/59903.sdf,5,5,P,3,C C C,4.8709,2.6585,4.2705,28.6630,51.4772,11.1570,15.7518,4.3477,1.9232,0.9403,16.7265
1715,.stericx/kraken_dft_cache/1715/59908.sdf,16,16,P,7,C C C,6.9809,3.0774,5.0698,35.0918,63.0228,11.4039,22.1659,9.9534,3.7649,0.9053,21.3443
1716,.stericx/kraken_dft_cache/1716/59924.sdf,15,15,P,7,C C C,6.9658,2.5019,6.7816,35.5075,63.7695,11.3024,21.3148,8.7738,5.5366,0.9000,22.0442
1717,.stericx/kraken_dft_cache/1717/59939.sdf,27,27,P,2,C C C,4.8289,2.4331,5.0825,29.7049,53.3483,10.6367,15.9682,4.8540,2.5177,0.9190,19.6701
1718,.stericx/kraken_dft_cache/1718/59966.sdf,22,22,P,3,C C C,4.8650,2.8266,5.7168,34.8399,62.5706,11.3820,20.9059,8.0378,6.1776,0.9293,17.9141
1719,.stericx/kraken_dft_cache/1719/59988.sdf,32,32,P,3,C C C,5.1041,2.9075,5.1197,32.0424,57.5464,11.1682,18.7566,6.7644,2.4827,0.9201,19.5171
172,.stericx/kraken_dft_cache/172/34746.sdf,43,43,P,30,C C C,10.3868,5.8364,9.8009,34.2163,61.4505,10.2572,21.2956,10.7278,3.7998,0.9454,15.9714
1720,.stericx/kraken_dft_cache/1720/60020.sdf,36,36,P,9,C C C,9.6399,3.2010,5.0811,30.4084,54.6119,11.1942,15.5726,4.2787,3.1588,0.9152,20.1847
1721,.stericx/kraken_dft_cache/1721/60056.sdf,27,27,P,3,C C C,9.9583,3.1646,5.0803,30.5366,54.8419,11.2708,15.5917,4.1258,3.1704,0.9194,19.6331
1722,.stericx/kraken_dft_cache/1722/60083.sdf,32,32,P,3,C C C,5.3881,2.8738,5.2040,33.3368,59.8710,11.3707,19.6850,7.4234,4.0912,0.9236,18.9637
1723,.stericx/kraken_dft_cache/1723/60115.sdf,42,42,P,4,C C C,5.7488,2.7396,5.2878,31.3341,56.2742,11.1020,17.6654,6.0219,2.3895,0.9229,19.1484
1724,.stericx/kraken_dft_cache/1724/60157.sdf,15,15,P,11,C C C,7.1955,3.1827,5.9159,38.3455,68.8663,12.5534,25.5039,12.5371,3.7882,0.8692,25.4819
1725,.stericx/kraken_dft_cache/1725/60172.sdf,31,31,P,3,C C C,6.0741,3.1497,6.8077,35.6899,64.0970,11.1792,24.0683,12.0879,2.5060,0.9220,19.2503
1726,.stericx/kraken_dft_cache/1726/60203.sdf,22,22,P,3,C C C,4.7579,2.4616,5.0651,29.7384,53.4085,10.7823,16.1800,4.9458,2.6692,0.9033,21.4934
1727,.stericx/kraken_dft_cache/1727/60225.sdf,20,20,P,3,C C C,11.1943,4.6373,7.1191,30.2651,54.3545,11.1098,15.6277,4.3622,3.2054,0.9132,20.3784
1728,.stericx/kraken_dft_cache/1728/60245.sdf,33,33,P,3,C C C,6.1146,3.2207,6.0885,35.2131,63.2408,11.3253,22.8315,10.7863,2.5060,0.9260,18.7412
1729,.stericx/kraken_dft_cache/1729/60278.sdf,46,46,P,7,C C C,4.8523,2.8737,6.7810,33.1841,59.5967,11.6894,19.1198,6.6913,2.3428,0.9291,18.1752
173,.stericx/kraken_dft_cache/173/34789.sdf,34,34,P,30,C C C,10.3843,6.0923,9.7844,34.6520,62.2330,10.3439,20.6793,9.7488,3.2637,0.9500,15.2373
1730,.stericx/kraken_dft_cache/1730/60324.sdf,32,32,P,3,C C C,9.5067,2.5253,5.6968,27.9997,50.2858,10.0113,15.7220,5.4433,3.5317,0.9203,19.5074
1731,.stericx/kraken_dft_cache/1731/60356.sdf,22,22,P,4,C C C,7.2147,2.5261,5.0746,28.1327,50.5247,10.0543,15.8420,5.5540,3.7066,0.9221,19.3297
1732,.stericx/kraken_dft_cache/1732/60378.sdf,23,23,P,3,C C C,5.2461,2.4096,5.0679,31.7331,56.9908,11.0447,17.4433,5.5457,2.9023,0.8884,23.1342
1733,.stericx/kraken_dft_cache/1733/60401.sdf,40,40,P,3,C C C,11.1556,3.3396,8.5810,30.5721,54.9058,11.2348,15.8882,4.3066,2.9723,0.9217,19.3527
1734,.stericx/kraken_dft_cache/1734/60441.sdf,32,32,P,3,C C C,5.6318,3.0774,6.0979,34.7072,62.3322,11.6086,21.8410,9.3291,3.9630,0.9259,18.7052
1735,.stericx/kraken_dft_cache/1735/60473.sdf,38,38,P,3,C C C,5.5707,3.1050,5.3596,37.5615,67.4583,11.8421,24.1682,11.0191,4.4526,0.9018,21.3646
1736,.stericx/kraken_dft_cache/1736/60511.sdf,10,10,P,3,C C C,4.5206,1.7145,5.0706,27.8836,50.0773,9.7304,15.9698,5.9772,3.6483,0.9295,17.9956
1737,.stericx/kraken_dft_cache/1737/60521.sdf,56,56,P,7,C C C,7.6408,2.6939,6.1516,28.4924,51.1707,10.3421,15.5629,5.0387,2.5760,0.9254,18.8680
1738,.stericx/kraken_dft_cache/1738/60577.sdf,23,23,P,3,C C C,6.4155,3.1102,5.0664,35.7615,64.2256,11.5292,22.7529,10.4888,3.6483,0.9173,19.5097
1739,.stericx/kraken_dft_cache/1739/60600.sdf,7,7,P,5,C C C,6.8999,2.4532,6.7852,28.2043,50.6533,11.3745,13.9571,1.4670,1.2355,0.9354,17.6072
174,.stericx/kraken_dft_cache/174/34823.sdf,29,29,P,30,C C C,10.4942,5.3996,9.9070,30.2579,54.3415,11.3163,15.7070,4.0948,2.7042,0.9187,19.6381
1740,.stericx/kraken_dft_cache/1740/60607.sdf,6,6,P,4,N C C,7.3104,2.2490,5.5337,26.8226,48.1720,10.2436,14.7175,4.3088,3.1704,0.9149,19.9558
1741,.stericx/kraken_dft_cache/1741/60613.sdf,3,3,P,4,C C C,4.4400,2.4747,4.2768,29.0628,52.1952,11.5510,15.5607,3.5317,3.1121,0.9495,15.3615
1742,.stericx/kraken_dft_cache/1742/60616.sdf,13,13,P,7,C C C,9.4762,2.8193,6.8158,32.0153,57.4977,9.8842,18.8037,8.3779,6.0378,0.9150,20.3155
1743,.stericx/kraken_dft_cache/1743/60629.sdf,10,10,P,5,C C C,7.7106,2.7657,7.0131,33.8512,60.7949,11.2701,19.0341,7.6405,6.5739,0.9068,21.3351
1744,.stericx/kraken_dft_cache/1744/60639.sdf,41,41,P,2,C C C,4.7288,2.0655,4.4807,24.5197,44.0361,9.7080,12.8931,2.9964,1.2938,0.9497,15.0919
1745,.stericx/kraken_dft_cache/1745/60680.sdf,38,38,P,2,C C C,7.6089,2.3367,4.3028,25.3378,45.5053,9.6894,14.2586,4.2609,1.4220,0.9503,15.0955
1746,.stericx/kraken_dft_cache/1746/60718.sdf,9,9,P,6,C C C,9.4969,2.4091,9.0054,26.6824,47.9201,9.7521,14.6372,4.0381,3.9630,0.9343,17.7538
1747,.stericx/kraken_dft_cache/1747/60727.sdf,21,21,P,6,C C C,9.0620,2.8302,8.8030,30.0512,53.9702,10.9027,16.2506,5.2441,4.7323,0.9239,19.1222
1748,.stericx/kraken_dft_cache/1748/60748.sdf,5,5,P,5,C C C,9.4910,2.4977,7.3721,26.6070,47.7846,9.7560,14.5885,3.9583,3.9514,0.9374,17.3061
1749,.stericx/kraken_dft_cache/1749/60753.sdf,22,22,P,4,C Si Si,5.3241,2.9010,5.6854,32.4138,58.2134,11.9653,17.9072,5.5784,2.2263,0.9091,20.7845
175,.stericx/kraken_dft_cache/175/34852.sdf,34,34,P,6,C C C,9.0493,2.9216,6.1419,31.2483,56.1202,11.1931,16.5298,4.9928,2.0514,0.9227,19.2330
1750,.stericx/kraken_dft_cache/1750/60775.sdf,31,31,P,2,C C C,4.7815,2.4052,6.7292,27.7673,49.8685,9.8767,16.5255,6.3074,3.6600,0.9425,16.4593
1751,.stericx/kraken_dft_cache/1751/60806.sdf,21,21,P,2,C C C,7.5225,2.5362,4.9277,29.8673,53.6400,10.2772,18.0356,7.3527,3.9280,0.9330,17.8389
1752,.stericx/kraken_dft_cache/1752/60827.sdf,15,15,P,2,C C Si,4.8136,2.3142,5.6526,27.6852,49.7210,10.1888,14.9390,4.2839,3.0538,0.9266,18.5211
1753,.stericx/kraken_dft_cache/1753/60842.sdf,21,21,P,2,C C C,4.9211,1.9738,4.9501,25.7084,46.1707,9.7382,13.8700,3.9969,1.0374,0.9402,16.7897
1754,.stericx/kraken_dft_cache/1754/60863.sdf,15,15,P,6,C C C,9.2846,2.3545,4.9960,26.6044,47.7799,9.9068,14.0205,3.7019,2.1680,0.9371,17.2332
1755,.stericx/kraken_dft_cache/1755/60878.sdf,23,23,P,4,C C C,7.3671,2.3963,5.0002,24.3826,43.7898,9.7074,12.6664,2.9515,1.0024,0.9395,16.9302
1756,.stericx/kraken_dft_cache/1756/60901.sdf,24,24,P,7,N C C,6.3537,3.0912,5.5177,36.0887,64.8132,12.8113,19.2502,6.0635,4.2777,0.9185,19.6043
1757,.stericx/kraken_dft_cache/1757/60925.sdf,19,19,P,5,N N C,6.2098,2.9687,7.8817,32.1631,57.7631,11.7301,18.3249,6.5200,3.0422,0.9190,18.9881
1758,.stericx/kraken_dft_cache/1758/60944.sdf,1,1,P,7,C C C,9.4422,2.5509,7.3946,31.3214,56.2515,9.9075,20.7942,10.1756,10.1756,0.9324,17.8665
1759,.stericx/kraken_dft_cache/1759/60945.sdf,3,3,P,5,C C C,9.4920,2.4446,7.8916,26.5663,47.7116,9.7677,14.5466,3.9164,3.9047,0.9350,17.6517
176,.stericx/kraken_dft_cache/176/34886.sdf,40,40,P,35,C C C,10.1830,5.8588,9.9610,33.0648,59.3825,12.1545,18.4076,5.3066,1.3521,0.9296,18.2525
1760,.stericx/kraken_dft_cache/1760/60948.sdf,3,3,P,8,C C C,9.4875,2.6023,8.2777,25.9757,46.6509,9.7793,14.5466,4.1845,3.8115,0.9399,16.9378
1761,.stericx/kraken_dft_cache/1761/60951.sdf,13,13,P,8,C C C,9.4790,2.8528,6.8499,32.5635,58.4822,9.8412,21.1322,10.8032,5.1636,0.9315,18.1094
1762,.stericx/kraken_dft_cache/1762/60964.sdf,6,6,P,6,C C C,9.4100,2.8736,7.8851,36.4486,65.4596,10.3543,25.3905,14.3640,14.3135,0.8830,23.8616
1763,.stericx/kraken_dft_cache/1763/60970.sdf,23,23,P,10,C C C,9.4510,3.0352,6.8527,35.1461,63.1204,10.2293,24.9077,13.5518,10.5486,0.9172,19.8646
1764,.stericx/kraken_dft_cache/1764/60993.sdf,46,46,P,5,O O O,6.4107,3.1121,7.3831,38.0541,68.3430,11.5890,23.6227,11.1600,2.4128,0.9688,11.7250
1765,.stericx/kraken_dft_cache/1765/61039.sdf,24,24,P,2,C C C,4.9145,1.9382,7.0657,27.6528,49.6630,9.9274,17.5451,7.3457,1.2122,0.9407,16.6260
1766,.stericx/kraken_dft_cache/1766/61063.sdf,35,35,P,7,N C C,5.9357,3.0274,5.5007,35.7017,64.1182,12.7053,19.5333,6.3128,4.4176,0.9245,18.8664
1767,.stericx/kraken_dft_cache/1767/61098.sdf,21,21,P,7,N C C,5.9325,3.0766,5.5159,36.1136,64.8580,12.7988,19.2012,6.0933,4.3593,0.9252,18.7526
1768,.stericx/kraken_dft_cache/1768/61119.sdf,21,21,P,7,N C C,7.0688,3.4784,5.7136,40.2589,72.3028,13.7562,22.9855,8.3684,5.4899,0.9319,17.8966
1769,.stericx/kraken_dft_cache/1769/61140.sdf,35,35,P,5,N C C,5.4283,3.2487,5.4976,39.5922,71.1054,13.4156,22.9032,8.1408,3.1588,0.9160,19.8868
177,.stericx/kraken_dft_cache/177/34926.sdf,33,33,P,5,C C C,7.0552,3.8066,6.3977,42.0325,75.4880,13.1627,27.5302,13.6883,6.7721,0.8736,25.0222
1770,.stericx/kraken_dft_cache/1770/61175.sdf,44,44,P,5,N N C,5.4927,3.2606,5.7866,38.3667,68.9045,13.2308,21.7277,7.5663,4.1262,0.9214,18.7249
1771,.stericx/kraken_dft_cache/1771/61219.sdf,42,42,P,3,C C C,5.4507,2.6930,5.6500,33.8433,60.7806,10.9754,20.2760,8.5005,3.9280,0.9453,15.8611
1772,.stericx/kraken_dft_cache/1772/61261.sdf,36,36,P,4,C C C,5.4089,3.3421,5.5148,39.0791,70.1839,12.7966,22.3389,8.4437,5.5133,0.9455,15.8152
1773,.stericx/kraken_dft_cache/1773/61297.sdf,22,22,P,2,N O N,5.0404,2.3206,5.8708,29.1147,52.2884,10.3881,16.0725,5.3045,3.4968,0.9339,16.8754
1774,.stericx/kraken_dft_cache/1774/61319.sdf,59,59,P,5,C C C,6.3140,3.1682,6.7604,40.7312,73.1510,12.3229,25.3271,11.9199,1.3171,0.9545,14.5410
